"UserID","Probability1"
3,0.51000000000000001
4,0.72099999999999997
10,0.66000000000000003
14,0.29199999999999998
16,0.46899999999999997
23,0.60399999999999998
29,0.52400000000000002
33,0.33600000000000002
37,0.69899999999999995
45,0.73599999999999999
47,0.66900000000000004
54,0.20499999999999999
55,0.76100000000000001
60,0.435
68,0.59899999999999998
79,0.62
90,0.77000000000000002
93,0.46300000000000002
98,0.63900000000000001
101,0.69599999999999995
107,0.71699999999999997
109,0.41699999999999998
113,0.624
116,0.54700000000000004
118,0.35099999999999998
119,0.73399999999999999
120,0.79200000000000004
126,0.60699999999999998
131,0.61399999999999999
134,0.70999999999999996
135,0.57899999999999996
137,0.72899999999999998
139,0.30599999999999999
140,0.625
141,0.68400000000000005
142,0.34399999999999997
152,0.69499999999999995
162,0.59799999999999998
164,0.54600000000000004
168,0.64400000000000002
172,0.80500000000000005
173,0.64100000000000001
176,0.84399999999999997
179,0.57999999999999996
181,0.69199999999999995
182,0.27200000000000002
183,0.504
186,0.67800000000000005
189,0.53800000000000003
192,0.52900000000000003
193,0.79800000000000004
194,0.81299999999999994
196,0.51000000000000001
197,0.88300000000000001
198,0.38700000000000001
201,0.66100000000000003
204,0.63100000000000001
205,0.41099999999999998
210,0.64600000000000002
213,0.40699999999999997
216,0.496
221,0.65000000000000002
234,0.157
237,0.57799999999999996
241,0.27900000000000003
246,0.252
258,0.64800000000000002
261,0.24299999999999999
262,0.61699999999999999
271,0.32600000000000001
279,0.61399999999999999
280,0.45400000000000001
288,0.40899999999999997
291,0.39000000000000001
296,0.17499999999999999
301,0.78000000000000003
305,0.16900000000000001
306,0.46800000000000003
310,0.55300000000000005
313,0.77500000000000002
315,0.72699999999999998
317,0.61499999999999999
318,0.72799999999999998
319,0.55900000000000005
321,0.63200000000000001
323,0.32300000000000001
324,0.504
325,0.71299999999999997
326,0.61299999999999999
327,0.50900000000000001
328,0.66000000000000003
331,0.38900000000000001
340,0.70599999999999996
342,0.53300000000000003
344,0.72699999999999998
346,0.65300000000000002
347,0.79600000000000004
358,0.183
368,0.20000000000000001
369,0.56399999999999995
382,0.20599999999999999
383,0.89600000000000002
384,0.46000000000000002
385,0.55300000000000005
386,0.75600000000000001
392,0.38700000000000001
396,0.48199999999999998
397,0.503
399,0.59699999999999998
400,0.77600000000000002
402,0.44800000000000001
404,0.48299999999999998
405,0.40400000000000003
410,0.26600000000000001
412,0.34499999999999997
415,0.36499999999999999
416,0.65200000000000002
418,0.48899999999999999
419,0.51200000000000001
421,0.214
422,0.67600000000000005
424,0.68799999999999994
437,0.88100000000000001
440,0.67700000000000005
442,0.69599999999999995
443,0.503
447,0.51600000000000001
448,0.68200000000000005
449,0.70399999999999996
453,0.63500000000000001
465,0.50700000000000001
467,0.68600000000000005
468,0.23899999999999999
470,0.32100000000000001
472,0.5
476,0.379
484,0.71499999999999997
486,0.71599999999999997
487,0.51000000000000001
492,0.72999999999999998
494,0.60199999999999998
495,0.59599999999999997
503,0.63300000000000001
505,0.77400000000000002
514,0.32200000000000001
516,0.68100000000000005
518,0.58099999999999996
521,0.35099999999999998
523,0.54700000000000004
529,0.20499999999999999
531,0.65100000000000002
533,0.60399999999999998
534,0.35299999999999998
536,0.42999999999999999
545,0.69399999999999995
549,0.89400000000000002
553,0.57899999999999996
555,0.66500000000000004
561,0.56200000000000006
562,0.83099999999999996
563,0.77800000000000002
567,0.31900000000000001
569,0.221
570,0.249
575,0.76100000000000001
577,0.59099999999999997
579,0.52400000000000002
581,0.39400000000000002
582,0.59599999999999997
583,0.316
590,0.20999999999999999
598,0.61799999999999999
600,0.71099999999999997
603,0.75700000000000001
604,0.65000000000000002
606,0.60799999999999998
619,0.73399999999999999
621,0.49199999999999999
622,0.80300000000000005
623,0.13400000000000001
627,0.746
633,0.66000000000000003
636,0.78200000000000003
639,0.57199999999999995
643,0.64200000000000002
653,0.36499999999999999
654,0.78500000000000003
660,0.75600000000000001
681,0.64300000000000002
685,0.68100000000000005
691,0.67700000000000005
696,0.60599999999999998
698,0.253
699,0.80300000000000005
700,0.57399999999999995
703,0.51800000000000002
705,0.72699999999999998
707,0.80500000000000005
708,0.54000000000000004
711,0.56100000000000005
712,0.61899999999999999
716,0.33800000000000002
719,0.70399999999999996
722,0.70599999999999996
724,0.28999999999999998
727,0.32800000000000001
730,0.626
736,0.63200000000000001
743,0.76400000000000001
753,0.71599999999999997
755,0.28699999999999998
765,0.70499999999999996
774,0.69799999999999995
775,0.58099999999999996
778,0.72099999999999997
784,0.54100000000000004
788,0.67000000000000004
789,0.40000000000000002
791,0.56899999999999995
797,0.377
798,0.28899999999999998
